id,ext_id,start,finish,Q2,Q3,Q4,Q5,Q6 ,col_1,col_2,col_3,col_6,col_8,col_9,col_10,col_12,col_13,col_14,col_15,col_16,col_21,col_22,col_30,col_42,col_425,col_2581,device_type
1653738.00,#NULL!,2024-02-29 20:42:46,2024-02-29 20:45:06,5.00,2.00,1.00,2.00,שחרור חטופים בהקדם,2.00,7.00,3.00,49.00,3.00,5.00,1.00,7.00,1.00,1.00,42.00,42.00,3.00,4.00,57.00,2.00,1.00,2.00,2.00
1653748.00,#NULL!,2024-02-29 18:43:29,2024-02-29 18:44:18,2.00,2.00,2.00,2.00,א,1.00,4.00,5.00,69.00,1.00,4.00,1.00,8.00,1.00,1.00,1.00,1.00,3.00,2.00,30.00,3.00,24.00,1.00,3.00
1654099.00,#NULL!,2024-02-29 17:44:25,2024-02-29 17:47:11,3.00,3.00,2.00,1.00,"מי ה""שבויים""?  ההשוואה בין אסירים לחטופים איננה מקובלת!  עיקרונית שיחרור אסירים מהווה עידוד לתהליכי חטיפה עתידיים - גלעד שליט והתוצאה ..... ",1.00,7.00,3.00,52.00,2.00,6.00,1.00,6.00,36.00,1.00,0.00,0.00,4.00,4.00,72.00,1.00,24.00,2.00,1.00
1657008.00,#NULL!,2024-02-29 14:41:56,2024-02-29 14:43:05,1.00,3.00,2.00,2.00,אין תוספת,1.00,7.00,5.00,69.00,2.00,3.00,1.00,8.00,16.00,1.00,16.00,16.00,3.00,3.00,55.00,1.00,14.00,1.00,1.00
1657030.00,#NULL!,2024-02-29 18:31:12,2024-02-29 18:32:03,5.00,4.00,1.00,3.00,צריך שיהיה רוב של חברי הממשלה ,1.00,6.00,1.00,16.00,2.00,4.00,2.00,8.00,1.00,1.00,1.00,1.00,3.00,3.00,43.00,2.00,8.00,3.00,3.00
1657195.00,#NULL!,2024-02-29 16:32:15,2024-02-29 16:33:20,2.00,2.00,1.00,2.00,אין מה להוסיף,1.00,7.00,2.00,36.00,2.00,4.00,1.00,6.00,1.00,1.00,12.00,31.00,2.00,4.00,65.00,1.00,34.00,3.00,2.00
1657365.00,#NULL!,2024-02-29 13:59:06,2024-02-29 14:00:05,5.00,3.00,2.00,5.00,חשוב לשחרר אותם,1.00,5.00,4.00,62.00,1.00,3.00,1.00,8.00,16.00,3.00,16.00,16.00,3.00,2.00,37.00,2.00,100.00,2.00,2.00
1658942.00,#NULL!,2024-02-29 13:16:36,2024-02-29 13:19:48,3.00,3.00,2.00,2.00,אין בידי הקהל הרחב את כל המידע כדי להחליט ולכן אני סומך על הקבינט המצומצם.,1.00,7.00,3.00,55.00,3.00,6.00,1.00,6.00,8.00,1.00,8.00,8.00,4.00,4.00,73.00,2.00,16.00,5.00,1.00
1658996.00,#NULL!,2024-02-29 19:13:31,2024-02-29 19:13:58,5.00,5.00,1.00,3.00,אין מלפרט,1.00,5.00,2.00,1039.00,2.00,4.00,2.00,7.00,1.00,3.00,1.00,1.00,3.00,3.00,40.00,2.00,14.00,3.00,2.00
1659108.00,#NULL!,2024-02-29 18:04:58,2024-02-29 18:05:34,5.00,5.00,3.00,5.00,כגבבבב,1.00,5.00,2.00,1041.00,2.00,5.00,2.00,8.00,3.00,2.00,3.00,1.00,2.00,4.00,37.00,2.00,40.00,3.00,2.00
1659356.00,#NULL!,2024-02-29 18:38:53,2024-02-29 18:39:26,5.00,5.00,1.00,5.00,לא,1.00,5.00,1.00,1130.00,1.00,4.00,2.00,8.00,1.00,1.00,1.00,1.00,2.00,1.00,31.00,2.00,29.00,3.00,2.00
1660531.00,#NULL!,2024-02-29 16:46:46,2024-02-29 16:47:40,4.00,3.00,1.00,1.00,זהו,1.00,7.00,6.00,1090.00,2.00,3.00,1.00,8.00,1.00,2.00,42.00,1.00,2.00,2.00,57.00,3.00,19.00,1.00,2.00
1660659.00,#NULL!,2024-02-29 14:51:47,2024-02-29 14:52:54,3.00,2.00,1.00,1.00,חובה להשיבם,1.00,7.00,4.00,61.00,2.00,5.00,1.00,7.00,1.00,3.00,1.00,1.00,4.00,4.00,55.00,1.00,100.00,5.00,1.00
1661110.00,#NULL!,2024-02-29 14:32:53,2024-02-29 14:36:25,2.00,2.00,2.00,1.00,צריך לעשות הכל כדי להחזיר את השבויים;אבל לא בכל מחיר כי חמאס מנצל זאת וראינו כבר מה קרה בשיחרור אסירים קודמים שחזרו לעסוק בטרור ,1.00,7.00,5.00,69.00,3.00,4.00,1.00,8.00,1.00,2.00,1.00,40.00,2.00,6.00,55.00,3.00,100.00,1.00,2.00
1661116.00,#NULL!,2024-02-29 18:19:57,2024-02-29 18:22:48,3.00,3.00,1.00,2.00,זה לא יקרה כי את נתניהו מעניין ה 64,1.00,7.00,2.00,33.00,2.00,5.00,1.00,6.00,1.00,1.00,41.00,41.00,3.00,5.00,72.00,1.00,18.00,3.00,2.00
1661673.00,#NULL!,2024-02-29 12:41:07,2024-02-29 12:42:11,2.00,4.00,2.00,4.00,חייב להפסק את המלחמה ,2.00,5.00,2.00,1039.00,2.00,6.00,2.00,8.00,5.00,3.00,1.00,1.00,2.00,3.00,35.00,2.00,19.00,3.00,2.00
1662026.00,#NULL!,2024-02-29 17:54:22,2024-02-29 17:57:54,2.00,2.00,1.00,2.00,לא להפסיק את הלחימה,1.00,7.00,3.00,1066.00,2.00,3.00,1.00,8.00,1.00,1.00,40.00,40.00,3.00,4.00,63.00,2.00,25.00,4.00,2.00
1670265.00,#NULL!,2024-02-29 15:57:52,2024-02-29 15:59:25,3.00,2.00,1.00,1.00,השבכ יודע טוב יותר מאזרחי המדינה על המצב הבטחוני ,2.00,7.00,1.00,19.00,2.00,5.00,1.00,8.00,1.00,1.00,42.00,42.00,4.00,4.00,62.00,2.00,19.00,3.00,2.00
1673231.00,#NULL!,2024-02-29 13:53:20,2024-02-29 13:56:16,5.00,3.00,1.00,1.00,החזרת החטופים והנעדרים הכוללת חיילים ואזרחים בעדיפות עליונה. ולא לשכוח את הדר גולדי ואורון שאול.,2.00,7.00,7.00,66.00,3.00,2.00,1.00,8.00,1.00,2.00,1.00,1.00,2.00,1.00,53.00,1.00,44.00,4.00,2.00
1673426.00,#NULL!,2024-03-01 12:44:58,2024-03-01 12:45:13,3.00,4.00,3.00,4.00,45,2.00,6.00,5.00,1023.00,2.00,6.00,2.00,7.00,1.00,5.00,1.00,1.00,3.00,3.00,45.00,2.00,100.00,1.00,3.00
1673579.00,#NULL!,2024-03-01 21:37:37,2024-03-01 21:38:13,1.00,1.00,2.00,5.00,אין עזקה איתם,1.00,4.00,4.00,60.00,1.00,2.00,1.00,8.00,1.00,0.00,1.00,1.00,2.00,2.00,25.00,2.00,100.00,2.00,3.00
1673663.00,#NULL!,2024-02-29 11:44:51,2024-02-29 11:46:15,5.00,5.00,1.00,2.00,ייייי,2.00,4.00,1.00,878.00,2.00,6.00,1.00,8.00,1.00,1.00,1.00,1.00,3.00,4.00,29.00,1.00,19.00,3.00,3.00
1674846.00,#NULL!,2024-02-29 18:48:40,2024-02-29 18:49:32,5.00,5.00,3.00,5.00,חשוב לשחרר את כל החתופים בכל מחיר,1.00,7.00,2.00,1038.00,2.00,3.00,2.00,12.00,1.00,3.00,1.00,1.00,1.00,1.00,53.00,3.00,29.00,3.00,3.00
1674860.00,#NULL!,2024-02-29 18:11:31,2024-02-29 18:12:07,5.00,5.00,1.00,1.00,עדיף מאשר שיקולים פוליטיים,1.00,5.00,1.00,1203.00,2.00,5.00,2.00,8.00,1.00,2.00,1.00,1.00,2.00,2.00,32.00,3.00,22.00,3.00,2.00
1719001.00,#NULL!,2024-02-29 20:37:30,2024-02-29 20:38:15,1.00,2.00,1.00,1.00,מה שסימנתי,1.00,4.00,3.00,920.00,3.00,5.00,1.00,8.00,1.00,1.00,1.00,1.00,1.00,1.00,26.00,4.00,19.00,2.00,2.00
1719393.00,#NULL!,2024-02-29 14:40:13,2024-02-29 14:41:28,3.00,2.00,2.00,1.00,הם היחידים שיודעים מהן ההשלכות על בטחון המדינה,2.00,7.00,3.00,0.00,2.00,6.00,1.00,9.00,1.00,1.00,1.00,1.00,4.00,3.00,63.00,2.00,10.00,0.00,1.00
1719406.00,#NULL!,2024-02-29 15:25:29,2024-02-29 15:27:07,1.00,3.00,1.00,5.00,לא מעניין,2.00,6.00,7.00,77.00,3.00,2.00,1.00,11.00,14.00,2.00,14.00,14.00,1.00,1.00,44.00,3.00,44.00,4.00,2.00
1721139.00,#NULL!,2024-02-29 14:33:14,2024-02-29 14:35:09,5.00,5.00,1.00,1.00,צריך להגיע במהירות לעסקה שתביא לשחרור כל החטופים ולשם כל מחיר שיידרש עבור השחרור,1.00,7.00,4.00,65.00,2.00,5.00,1.00,8.00,1.00,3.00,1.00,1.00,4.00,4.00,64.00,1.00,44.00,2.00,1.00
1798944.00,#NULL!,2024-03-01 09:54:05,2024-03-01 09:55:16,5.00,1.00,1.00,5.00,בגלל הרגישות,1.00,5.00,3.00,52.00,2.00,2.00,1.00,8.00,1.00,1.00,1.00,1.00,2.00,6.00,32.00,1.00,100.00,2.00,2.00
1798951.00,#NULL!,2024-03-01 10:20:16,2024-03-01 10:20:37,3.00,3.00,1.00,3.00,4,1.00,5.00,1.00,0.00,2.00,5.00,4.00,5.00,1.00,1.00,1.00,1.00,2.00,2.00,32.00,1.00,100.00,0.00,2.00
1800110.00,#NULL!,2024-02-29 14:12:23,2024-02-29 14:18:05,3.00,2.00,1.00,3.00,להחזיר צהל את כל מנוי הלחץ  שהתפוגגו . מכבד ואוהב את ביידן מאוד ; אלא שחייבים לקיים אתו דיון נוקב . ולפחות לזמן מסוים להפסיק את הסיוע ההומניטרי שכלל לא מגיע לחוטפינו ושלא יספרו לנו סיפורים שאין להם מה לאכול . כי הכל אצל החמאס . שייצאו נגדו ומהר. הוא מונע את המזון מהאוכלוסייה שלו. ,1.00,7.00,2.00,33.00,3.00,4.00,1.00,6.00,1.00,1.00,24.00,28.00,1.00,1.00,62.00,2.00,19.00,3.00,1.00
1800492.00,#NULL!,2024-02-29 20:40:39,2024-02-29 20:41:21,2.00,2.00,2.00,5.00,משאל עם זאת הדרך הטובה ביותר להתמודד עם שאלה כזאת,1.00,5.00,2.00,34.00,2.00,5.00,1.00,8.00,1.00,2.00,1.00,1.00,4.00,5.00,33.00,2.00,18.00,3.00,3.00
1808676.00,#NULL!,2024-02-29 16:48:46,2024-02-29 16:49:56,5.00,4.00,1.00,5.00,אין משהו מיוחד,1.00,7.00,1.00,30.00,3.00,3.00,1.00,8.00,1.00,1.00,2.00,18.00,1.00,2.00,64.00,1.00,42.00,3.00,2.00
1809197.00,#NULL!,2024-02-29 15:18:19,2024-02-29 15:20:42,2.00,2.00,1.00,1.00,"שחרור השבויים במעלה הכי גבוהה אך צריך לבדוק את הנסיבות ע""י מקבלי ההחלטות שאף אחד לא יכול להתיימר להתחלף איתם וזאת במטרה להשיג את הניצחון שיאפשר חיים תקינים לתושבי ישראל ",1.00,5.00,4.00,58.00,2.00,5.00,1.00,7.00,1.00,7.00,1.00,1.00,3.00,2.00,39.00,4.00,10.00,2.00,2.00
1809291.00,#NULL!,2024-02-29 13:39:10,2024-02-29 13:39:54,1.00,1.00,1.00,3.00,צריך לתת ביטחון במדינה,2.00,5.00,3.00,49.00,1.00,1.00,1.00,12.00,1.00,2.00,1.00,1.00,1.00,1.00,35.00,1.00,100.00,2.00,2.00
1809548.00,#NULL!,2024-03-02 19:06:00,2024-03-02 19:07:50,2.00,3.00,2.00,1.00,ארגונים שאני סומך עליהם,1.00,7.00,3.00,49.00,2.00,2.00,1.00,12.00,1.00,2.00,40.00,40.00,1.00,1.00,62.00,2.00,0.00,2.00,1.00
1809751.00,#NULL!,2024-02-29 16:42:38,2024-02-29 16:43:32,5.00,5.00,1.00,1.00,thi,2.00,4.00,1.00,0.00,2.00,5.00,2.00,8.00,1.00,2.00,1.00,1.00,1.00,2.00,30.00,2.00,40.00,0.00,1.00
1809937.00,#NULL!,2024-02-29 14:40:23,2024-02-29 14:42:26,3.00,2.00,1.00,2.00,להסתמך על השבכ והמוסד ולהחזיר קודם כל את החטופים זה חובה,2.00,7.00,7.00,77.00,2.00,2.00,1.00,6.00,31.00,1.00,31.00,31.00,1.00,2.00,76.00,2.00,42.00,4.00,2.00
1810298.00,#NULL!,2024-02-29 13:46:28,2024-02-29 13:48:24,5.00,2.00,1.00,1.00,השבק והמוסד הם הגופים שעליהם לעסוק בסוגיה זו,1.00,7.00,2.00,37.00,2.00,5.00,1.00,6.00,1.00,1.00,41.00,41.00,3.00,0.00,74.00,1.00,0.00,3.00,2.00
1810377.00,#NULL!,2024-02-29 23:30:51,2024-02-29 23:31:26,1.00,1.00,3.00,5.00,מממ,2.00,3.00,7.00,77.00,2.00,1.00,1.00,8.00,1.00,1.00,31.00,1.00,3.00,1.00,19.00,1.00,21.00,4.00,2.00
1810549.00,#NULL!,2024-03-01 00:05:43,2024-03-01 00:07:27,2.00,1.00,2.00,1.00,"ההחלטה היא צריכה להיות החלטה מדינית וביטחונית; השב""כ יודע מצוין.",1.00,5.00,3.00,49.00,1.00,5.00,1.00,8.00,1.00,1.00,1.00,1.00,4.00,5.00,31.00,2.00,16.00,2.00,2.00
1810593.00,#NULL!,2024-02-29 15:44:58,2024-02-29 15:46:37,5.00,5.00,1.00,5.00,חיי אדם חשובים ולא צריך לחשוב פעמיים ,2.00,6.00,1.00,18.00,2.00,6.00,2.00,8.00,1.00,4.00,1.00,1.00,3.00,2.00,45.00,2.00,32.00,3.00,3.00
1810683.00,#NULL!,2024-02-29 13:54:15,2024-02-29 13:57:44,3.00,5.00,1.00,1.00,לצורך עיסקת שבויים,1.00,7.00,2.00,37.00,2.00,4.00,1.00,6.00,36.00,1.00,36.00,36.00,6.00,3.00,73.00,1.00,42.00,3.00,2.00
1810990.00,#NULL!,2024-03-01 09:00:11,2024-03-01 09:01:53,5.00,5.00,1.00,2.00,מאחר ואני לא סומכת בכלל על מקבלי ההחלטותקשה לי להחליט מי אני רוצה שיקבע איך להתנהל,2.00,7.00,4.00,65.00,2.00,5.00,7.00,9.00,1.00,1.00,33.00,33.00,4.00,6.00,67.00,1.00,24.00,2.00,2.00
1811014.00,#NULL!,2024-02-29 15:15:30,2024-02-29 15:17:01,5.00,3.00,2.00,2.00,שחרור כל החטופים במחיר של שחרור אסירים ומיד חזרה ללחימה לחיסול החמאס סופית ,1.00,7.00,1.00,12.00,3.00,5.00,4.00,11.00,1.00,1.00,1.00,1.00,1.00,1.00,52.00,2.00,24.00,3.00,3.00
1811318.00,#NULL!,2024-02-29 21:45:16,2024-02-29 21:46:10,5.00,3.00,1.00,1.00,חייב לשחרר אותם עכשיו,1.00,5.00,4.00,64.00,2.00,5.00,1.00,8.00,1.00,3.00,1.00,1.00,4.00,4.00,34.00,2.00,32.00,2.00,3.00
1811479.00,#NULL!,2024-02-29 14:42:26,2024-02-29 14:44:29,2.00,5.00,2.00,2.00,רק אנשי הקבינט צריכים להגיע להחלטות בלי אנשים מסביב שלא שייכים לקבינט,2.00,7.00,3.00,48.00,2.00,3.00,1.00,8.00,1.00,2.00,24.00,24.00,3.00,3.00,56.00,3.00,22.00,5.00,2.00
1819472.00,#NULL!,2024-02-29 20:36:23,2024-02-29 20:40:03,1.00,1.00,1.00,1.00,לא יודעת,2.00,5.00,3.00,49.00,2.00,2.00,1.00,11.00,1.00,2.00,1.00,1.00,1.00,1.00,33.00,1.00,19.00,2.00,3.00
1829361.00,#NULL!,2024-02-29 15:38:05,2024-02-29 15:40:34,2.00,3.00,2.00,2.00,יש להחזיר את החטופים בדרך חכמה שלא תפגע בביטחון המדינה,1.00,5.00,1.00,1138.00,2.00,6.00,4.00,8.00,1.00,3.00,1.00,1.00,3.00,4.00,38.00,1.00,24.00,3.00,2.00
1829418.00,#NULL!,2024-03-02 01:15:46,2024-03-02 01:16:47,1.00,1.00,1.00,5.00,שום חטוף לא שווה חיים של ישראלים שירצחו בגלל מחבלים שיצאו מהכלא ,1.00,4.00,5.00,69.00,1.00,2.00,1.00,8.00,1.00,1.00,10.00,1.00,3.00,4.00,25.00,1.00,41.00,1.00,2.00
1829574.00,#NULL!,2024-03-01 17:00:04,2024-03-01 17:01:00,2.00,2.00,1.00,4.00,חושב אפילו שצריך לעשות משאל עם,1.00,6.00,2.00,1034.00,1.00,6.00,4.00,8.00,1.00,1.00,1.00,1.00,4.00,5.00,41.00,1.00,12.00,3.00,1.00
1829687.00,#NULL!,2024-02-29 14:34:17,2024-02-29 14:37:26,5.00,4.00,1.00,5.00,צריך לרדת על הברכים על מנת לשחרר את כל החתופים.,1.00,7.00,1.00,30.00,2.00,4.00,1.00,6.00,41.00,1.00,41.00,41.00,2.00,2.00,72.00,1.00,45.00,3.00,2.00
1829693.00,#NULL!,2024-02-29 13:42:52,2024-02-29 13:44:02,2.00,1.00,1.00,5.00,כך נראה לי,1.00,7.00,7.00,810.00,5.00,6.00,1.00,6.00,9.00,4.00,39.00,39.00,3.00,6.00,85.00,1.00,100.00,4.00,2.00
1849710.00,#NULL!,2024-02-29 16:54:56,2024-02-29 16:56:59,2.00,2.00,2.00,3.00,אין פירוט נוסף,1.00,7.00,3.00,1085.00,5.00,3.00,1.00,11.00,1.00,1.00,12.00,5.00,1.00,1.00,71.00,2.00,0.00,2.00,1.00
1855252.00,#NULL!,2024-03-01 09:43:51,2024-03-01 09:44:46,5.00,3.00,1.00,2.00,לא לתת לקיצוניים של הכנסת להחליט,2.00,7.00,4.00,65.00,2.00,6.00,1.00,9.00,1.00,1.00,1.00,1.00,6.00,6.00,59.00,1.00,12.00,2.00,3.00
1855462.00,#NULL!,2024-02-29 14:38:16,2024-02-29 14:41:07,5.00,5.00,1.00,4.00,הצבעה בכנסת על מנת שההחלטה תהיה בהסכמה רחבה ככול היותר. באופן חריג הייתי מאפשר גם משאל עם תוך הדגשת הצורך לבחירות באופן מיידי,1.00,7.00,4.00,65.00,2.00,3.00,1.00,6.00,1.00,2.00,34.00,1.00,5.00,4.00,66.00,1.00,42.00,2.00,1.00
1855560.00,#NULL!,2024-02-29 14:39:06,2024-02-29 14:41:20,2.00,2.00,2.00,5.00,תנו לצהל לנצח - למוטט את הטרור שמאיים על ישראל מכל הגזרות,1.00,7.00,3.00,1083.00,2.00,3.00,1.00,8.00,1.00,1.00,41.00,28.00,3.00,2.00,64.00,2.00,1.00,4.00,2.00
1856169.00,#NULL!,2024-02-29 20:45:56,2024-02-29 20:58:46,1.00,1.00,2.00,3.00,ט,2.00,4.00,1.00,32.00,2.00,3.00,2.00,8.00,1.00,3.00,1.00,1.00,1.00,1.00,24.00,2.00,42.00,3.00,3.00
1856294.00,#NULL!,2024-02-29 18:08:57,2024-02-29 18:09:40,1.00,3.00,1.00,5.00,הרוב קובע,1.00,4.00,2.00,33.00,2.00,4.00,1.00,9.00,1.00,1.00,1.00,1.00,2.00,2.00,28.00,2.00,8.00,3.00,3.00
1859725.00,#NULL!,2024-02-29 15:04:00,2024-02-29 15:05:21,5.00,5.00,2.00,5.00,חשוב לתת לעם להיות חלק בהחלטות כה חשובות,2.00,5.00,3.00,54.00,3.00,5.00,2.00,8.00,1.00,3.00,1.00,1.00,2.00,4.00,33.00,2.00,19.00,2.00,3.00
1859804.00,#NULL!,2024-02-29 22:13:57,2024-02-29 22:15:54,5.00,2.00,1.00,5.00,כואב על החטופים ושאף הורה לא יחווה את זה היה צריך להחזיר אותם מהיום הראשון כואב על המשפחות ,2.00,6.00,1.00,16.00,2.00,4.00,2.00,8.00,1.00,3.00,1.00,1.00,3.00,2.00,47.00,1.00,44.00,3.00,3.00
1859919.00,#NULL!,2024-02-29 17:51:12,2024-02-29 17:54:59,1.00,3.00,2.00,1.00,צריך להביא לשחרור כל החטופים כולל גולדין ואורון שאול ללא תנאים. להראות שליטה במלחמה.,2.00,7.00,1.00,32.00,2.00,3.00,1.00,7.00,1.00,1.00,39.00,39.00,4.00,5.00,59.00,3.00,42.00,3.00,2.00
1860023.00,#NULL!,2024-02-29 17:04:17,2024-02-29 17:05:09,5.00,4.00,1.00,4.00,הסכמה של כנסת ישראל ,2.00,6.00,1.00,16.00,2.00,4.00,2.00,8.00,1.00,4.00,1.00,1.00,3.00,3.00,50.00,2.00,100.00,3.00,3.00
1860427.00,#NULL!,2024-02-29 20:35:36,2024-02-29 20:37:18,2.00,2.00,1.00,2.00,ככל שישנם פחות אנשים כך הסיכוי להדלפה ולשיבושים בהמשך פוחת,1.00,5.00,7.00,1054.00,2.00,4.00,1.00,11.00,36.00,3.00,36.00,36.00,3.00,3.00,35.00,2.00,100.00,4.00,1.00
1861128.00,#NULL!,2024-02-29 15:45:15,2024-02-29 15:47:11,1.00,1.00,1.00,4.00,חברי הכנסת מחליטים יותר הם נציגי הציבור וגם המשפחות של הנחטפים,1.00,7.00,7.00,77.00,3.00,5.00,2.00,11.00,1.00,3.00,1.00,1.00,3.00,4.00,53.00,2.00,19.00,4.00,2.00
1861137.00,#NULL!,2024-02-29 15:51:44,2024-02-29 15:52:55,5.00,5.00,2.00,5.00,הרוב מעוניין בהחזרת השבויים ,2.00,5.00,2.00,33.00,2.00,6.00,3.00,8.00,1.00,2.00,1.00,1.00,3.00,3.00,37.00,0.00,19.00,3.00,2.00
1861164.00,#NULL!,2024-02-29 19:02:22,2024-02-29 19:05:47,2.00,2.00,1.00,2.00,שיחרור החטופים נינו העדיפות עליונה אבל אסור להפסיק את הלחימה אחרת 7 באוקטובר  יחזור על עצמו וכל השגי צהל ימחקו . במקביל יש לדאוג גם לתושבי הצפון שאצלם המלחמה הולכת ומתגברת וטרם נמצא פיתרון  לחיזבלה ,2.00,7.00,3.00,52.00,2.00,5.00,1.00,8.00,1.00,1.00,29.00,29.00,4.00,3.00,64.00,1.00,31.00,2.00,2.00
1861188.00,#NULL!,2024-03-02 15:31:19,2024-03-02 15:32:07,5.00,3.00,1.00,1.00,אין,2.00,4.00,2.00,33.00,1.00,6.00,3.00,8.00,1.00,1.00,1.00,1.00,2.00,1.00,23.00,1.00,32.00,3.00,3.00
1863866.00,#NULL!,2024-02-29 18:13:59,2024-02-29 18:18:41,1.00,1.00,1.00,5.00,"מי שנפגע מאס התאריך 7/10 ועוד הרבה שנים אחורה . הם אנחנו האזרחים.  בנוסף יש הורים לחטופים שהם בעצמם נגד עסקת שבויים . בסופו של דבר מי שנםגע בלי שום קשר לאיקוע שהיה זה אנחנו האזרחים.. שיחרנו מחבלים ימותו חנו יותר אזרחים. ועכשיו כשאני רושם את זה היה פיגוע של ""שוטר"" פלסטיני בתחנת דלק בעלי עם נשק שיצחק רבין נתן.. אז תגידו לי אתם מי צריך להצביע? בזמן שהממשלות וחא משנה מי עושים טעויות על חשבון האזרחים . הם מוגנים. יש להם מהבטחים אישיים. יש להם כסף.. אנחנו לא סוג ב' (האזרחים)",1.00,5.00,3.00,1064.00,1.00,1.00,1.00,8.00,1.00,0.00,1.00,1.00,1.00,1.00,34.00,2.00,9.00,4.00,2.00
1863881.00,#NULL!,2024-02-29 15:15:28,2024-02-29 17:06:11,4.00,4.00,1.00,5.00,אין ,1.00,6.00,1.00,1142.00,2.00,5.00,4.00,8.00,1.00,4.00,1.00,1.00,3.00,3.00,49.00,1.00,100.00,3.00,2.00
1863929.00,#NULL!,2024-02-29 13:08:08,2024-02-29 13:10:59,1.00,1.00,1.00,3.00,לצערי לא ניתן לסמוך על השבכ ולא על ראש אמן והרמטכל ושר הבטחון ; כולם אשמים במחדל הקשה וצריכים לתת את הדין ולהיות אתמול מפוטרים ,1.00,7.00,1.00,30.00,1.00,5.00,1.00,7.00,34.00,1.00,7.00,31.00,4.00,4.00,55.00,2.00,1.00,3.00,2.00
1863999.00,#NULL!,2024-02-29 13:44:53,2024-02-29 13:47:17,3.00,3.00,1.00,3.00,לא בכל מחיר; להעצים את הלחימה ולהשתלט מהר על רפיח; וזה כבר יגרום לעסקה מהירה,1.00,7.00,3.00,42.00,2.00,5.00,1.00,9.00,1.00,1.00,6.00,6.00,4.00,5.00,67.00,1.00,14.00,4.00,2.00
1864060.00,#NULL!,2024-02-29 20:31:01,2024-02-29 20:32:19,3.00,3.00,1.00,3.00,קבינט מצומצם וגם ממשלה,2.00,6.00,6.00,986.00,2.00,4.00,1.00,9.00,1.00,5.00,1.00,14.00,4.00,3.00,41.00,3.00,38.00,5.00,2.00
1864178.00,#NULL!,2024-02-29 14:45:08,2024-02-29 14:46:38,3.00,3.00,2.00,1.00,"שב""כ ומוסד יודע יותר מכולם מה נכון לעשות",1.00,5.00,4.00,0.00,2.00,3.00,1.00,8.00,1.00,1.00,1.00,1.00,4.00,4.00,32.00,2.00,24.00,0.00,1.00
1864205.00,#NULL!,2024-02-29 15:03:29,2024-02-29 15:04:34,2.00,2.00,1.00,1.00,יחד ננצח,1.00,6.00,1.00,1137.00,2.00,3.00,2.00,11.00,1.00,2.00,1.00,1.00,1.00,1.00,45.00,2.00,100.00,3.00,2.00
1864212.00,#NULL!,2024-02-29 12:35:49,2024-02-29 12:39:38,5.00,5.00,2.00,3.00,עדיף שכול הממשלה תצביע וזה הכי הגון,1.00,7.00,3.00,51.00,2.00,2.00,1.00,8.00,1.00,1.00,42.00,42.00,4.00,3.00,64.00,1.00,5.00,2.00,3.00
1864341.00,#NULL!,2024-02-29 13:35:34,2024-02-29 13:37:36,5.00,1.00,2.00,3.00,צריך לשחרר את החטופים ללא תנאי,2.00,7.00,1.00,19.00,2.00,4.00,1.00,8.00,16.00,1.00,16.00,16.00,1.00,4.00,51.00,1.00,24.00,3.00,1.00
1864780.00,#NULL!,2024-02-29 20:06:18,2024-02-29 20:07:27,3.00,3.00,2.00,4.00,בחלק מהשאלות היה ניתן למצוא 'ביניים'. למשל 5 ימים לכל שבוי ולא 1 או 10,1.00,5.00,3.00,51.00,1.00,2.00,1.00,8.00,1.00,1.00,1.00,1.00,1.00,1.00,32.00,2.00,16.00,2.00,1.00
1870403.00,#NULL!,2024-02-29 15:08:42,2024-02-29 15:10:53,3.00,3.00,1.00,2.00,מי שמנהל את הלחיצה צריך להחליט במקרה הזה הקבינט,1.00,7.00,1.00,17.00,2.00,3.00,2.00,6.00,7.00,1.00,7.00,7.00,2.00,2.00,62.00,1.00,100.00,3.00,2.00
1870452.00,#NULL!,2024-02-29 19:26:34,2024-02-29 19:27:28,5.00,5.00,1.00,1.00,No,1.00,7.00,7.00,70.00,2.00,5.00,1.00,7.00,47.00,1.00,47.00,47.00,4.00,4.00,53.00,2.00,25.00,4.00,3.00
1870762.00,#NULL!,2024-02-29 19:38:17,2024-02-29 19:39:41,1.00,3.00,2.00,5.00,צריך להקשיב לדעת העם,2.00,4.00,4.00,64.00,2.00,2.00,1.00,8.00,14.00,3.00,16.00,16.00,4.00,2.00,28.00,1.00,1.00,2.00,2.00
1870980.00,#NULL!,2024-02-29 18:20:21,2024-02-29 18:21:06,2.00,3.00,3.00,1.00,.,2.00,5.00,3.00,52.00,1.00,2.00,8.00,2.00,14.00,1.00,14.00,14.00,1.00,1.00,33.00,1.00,37.00,2.00,2.00
1871322.00,#NULL!,2024-02-29 23:35:38,2024-02-29 23:36:00,1.00,1.00,2.00,3.00,אין לפרט,2.00,7.00,3.00,52.00,2.00,2.00,1.00,5.00,1.00,1.00,31.00,31.00,5.00,0.00,67.00,2.00,0.00,2.00,2.00
1871331.00,#NULL!,2024-02-29 17:01:44,2024-02-29 17:02:21,5.00,5.00,1.00,1.00,הכי חשוב להחזיר אותם,2.00,4.00,5.00,69.00,1.00,2.00,1.00,9.00,1.00,1.00,20.00,1.00,2.00,3.00,28.00,1.00,100.00,1.00,2.00
